iter	Passed	Remaining
372	13003	335614
373	13039	335601
374	13072	335525
375	13106	335460
376	13140	335406
377	13174	335366
378	13208	335305
379	13244	335300
380	13280	335291
381	13314	335244
382	13350	335219
383	13389	335285
384	13425	335285
385	13459	335239
386	13497	335283
387	13532	335232
388	13566	335182
389	13604	335233
390	13640	335218
391	13674	335152
392	13708	335117
393	13745	335136
394	13779	335078
395	13816	335092
396	13851	335056
397	13888	335075
398	13923	335037
399	13957	334981
400	13991	334922
401	14026	334881
402	14062	334886
403	14096	334835
404	14130	334774
405	14161	334634
406	14194	334559
407	14231	334582
408	14266	334538
409	14302	334544
410	14337	334503
411	14374	334526
412	14408	334470
413	14442	334418
414	14476	334346
415	14510	334297
416	14545	334256
417	14582	334274
418	14613	334152
419	14646	334087
420	14680	334029
421	14716	334016
422	14752	334011
423	14787	333964
424	14823	333967
425	14857	333902
426	14893	333909
427	14928	333861
428	14961	333794
429	14993	333687
430	15029	333676
431	15065	333679
432	15101	333672
433	15137	333645
434	15170	333587
435	15205	333534
436	15238	333477
437	15273	333431
438	15308	333397
439	15342	333343
440	15375	333271
441	15412	333279
442	15446	333229
443	15483	333247
444	15518	333218
445	15555	333229
446	15594	333270
447	15628	333222
448	15664	333209
449	15700	333203
450	15734	333154
451	15769	333104
452	15805	333102
453	15842	333104
454	15877	333088
455	15914	333083
456	15951	333103
457	15983	332997
458	16017	332950
459	16051	332899
460	16087	332890
461	16127	332946
462	16164	332953
463	16198	332900
464	16231	332835
465	16262	332720
466	16299	332730
467	16333	332674
468	16370	332675
469	16405	332647
470	16440	332624
471	16475	332584
472	16513	332602
473	16547	332559
474	16583	332544
475	16614	332438
476	16649	332390
477	16682	332320
478	16718	332312
479	16752	332256
480	16787	332215
481	16825	332259
482	16860	332226
483	16895	332181
484	16931	332174
485	16968	332175
486	17002	332117
487	17034	332042
488	17069	332002
489	17100	331892
490	17133	331814
491	17167	331760
492	17203	331747
493	17237	331700
494	17270	331628
495	17306	331622
496	17344	331631
497	17378	331582
498	17409	331474
499	17446	331476
500	17482	331475
501	17514	331386
502	17549	331337
503	17586	331351
504	17620	331300
505	17654	331250
506	17689	331223
507	17722	331150
508	17759	331145
509	17795	331129
510	17830	331109
511	17864	331059
512	17899	331010
513	17932	330949
514	17968	330939
515	18001	330864
516	18036	330826
517	18072	330823
518	18107	330777
519	18139	330697
520	18173	330647
521	18210	330645
522	18246	330639
523	18285	330671
524	18318	330612
525	18353	330565
526	18389	330553
527	18423	330506
528	18458	330473
529	18494	330459
530	18531	330454
531	18565	330417
532	18600	330383
533	18638	330400
534	18672	330350
535	18706	330296
536	18739	330226
537	18772	330166
538	18807	330133
539	18842	330098
540	18879	330089
541	18913	330048
542	18946	329982
543	18981	329939
544	19018	329947
545	19052	329901
546	19086	329847
547	19122	329819
548	19155	329759
549	19188	329690
550	19221	329618
551	19258	329625
552	19293	329590
553	19332	329625
554	19366	329584
555	19403	329574
556	19436	329518
557	19472	329500
558	19505	329423
559	19540	329393
560	19578	329410
561	19615	329416
562	19650	329373
563	19682	329291
564	19716	329244
565	19750	329197
566	19785	329170
567	19819	329120
568	19852	329042
569	19887	329009
570	19921	328966
571	19954	328904
572	19987	328835
573	20022	328802
574	20056	328758
575	20090	328707
576	20126	328685
577	20162	328667
578	20197	328641
579	20234	328639
580	20272	328654
581	20310	328667
582	20344	328614
583	20379	328591
584	20414	328546
585	20454	328599
586	20490	328574
587	20525	328540
588	20560	328517
589	20598	328529
590	20635	328525
591	20672	328531
592	20709	328524
593	20745	328505
594	20777	328431
595	20811	328372
596	20848	328372
597	20885	328367
598	20919	328328
599	20956	328318
600	20991	328284
601	21025	328236
602	21060	328205
603	21095	328162
604	21130	328132
605	21163	328076
606	21198	328038
607	21236	328053
608	21273	328037
609	21306	327987
610	21340	327928
611	21374	327887
612	21409	327851
613	21443	327793
614	21474	327697
615	21512	327717
616	21545	327654
617	21579	327609
618	21612	327541
619	21646	327495
620	21681	327458
621	21716	327427
622	21748	327341
623	21782	327299
624	21816	327245
625	21854	327262
626	21886	327183
627	21925	327199
628	21957	327135
629	21992	327093
630	22020	326953
631	22053	326895
632	22088	326853
633	22122	326808
634	22155	326755
635	22190	326722
636	22228	326727
637	22262	326675
638	22296	326625
639	22334	326637
640	22367	326582
641	22403	326564
642	22438	326520
643	22472	326472
644	22507	326450
645	22541	326401
646	22577	326385
647	22613	326362
648	22647	326308
649	22677	326211
650	22712	326173
651	22749	326167
652	22784	326141
653	22817	326079
654	22852	326042
655	22883	325946
656	22917	325903
657	22952	325873
658	22987	325830
659	23023	325822
660	23060	325815
661	23090	325709
662	23121	325623
663	23158	325617
664	23195	325608
665	23228	325544
666	23264	325530
667	23300	325508
668	23334	325465
669	23368	325410
670	23404	325396
671	23440	325374
672	23475	325336
673	23514	325365
674	23548	325311
675	23576	325184
676	23611	325151
677	23646	325127
678	23681	325083
679	23712	325003
680	23748	324980
681	23781	324917
682	23817	324895
683	23852	324871
684	23888	324850
685	23924	324834
686	23961	324827
687	23998	324817
688	24031	324758
689	24065	324709
690	24101	324686
691	24130	324580
692	24167	324573
693	24200	324508
694	24238	324511
695	24272	324463
696	24305	324410
697	24338	324352
698	24373	324312
699	24407	324270
700	24441	324225
701	24476	324186
702	24511	324157
703	24545	324107
704	24580	324078
705	24614	324038
706	24650	324012
707	24685	323977
708	24721	323963
709	24758	323955
710	24796	323962
711	24832	323940
712	24869	323935
713	24905	323908
714	24939	323860
715	24973	323814
716	25011	323828
717	25047	323802
718	25082	323768
719	25119	323757
720	25153	323721
721	25188	323678
722	25226	323686
723	25262	323661
724	25296	323617
725	25330	323573
726	25366	323556
727	25403	323543
728	25442	323563
729	25476	323519
730	25505	323407
731	25541	323386
732	25575	323345
733	25611	323324
734	25645	323276
735	25681	323246
736	25717	323227
737	25750	323168
738	25784	323122
739	25819	323090
740	25853	323049
741	25889	323030
742	25925	323005
743	25959	322958
744	25995	322938
745	26030	322903
746	26065	322868
747	26098	322810
748	26129	322723
749	26162	322671
750	26195	322611
751	26229	322567
752	26266	322560
753	26300	322518
754	26335	322481
755	26369	322436
756	26402	322374
757	26441	322387
758	26475	322349
759	26507	322275
760	26540	322219
761	26575	322184
762	26609	322143
763	26645	322119
764	26679	322067
765	26714	322044
766	26749	322003
767	26784	321968
768	26820	321945
769	26857	321935
770	26893	321916
771	26930	321910
772	26968	321906
773	27003	321882
774	27038	321846
775	27074	321826
776	27108	321775
777	27144	321756
778	27180	321731
779	27215	321698
780	27249	321661
781	27283	321610
782	27319	321590
783	27356	321582
784	27389	321524
785	27424	321484
786	27459	321456
787	27493	321408
788	27523	321319
789	27555	321243
790	27589	321202
791	27622	321147
792	27655	321093
793	27691	321073
794	27729	321073
795	27765	321049
796	27798	320993
797	27832	320946
798	27869	320937
799	27903	320888
800	27939	320868
801	27977	320865
802	28011	320822
803	28047	320800
804	28078	320726
805	28111	320669
806	28147	320644
807	28184	320639
808	28220	320615
809	28254	320562
810	28284	320476
811	28320	320458
812	28354	320408
813	28389	320374
814	28422	320320
815	28456	320276
816	28491	320241
817	28524	320184
818	28561	320172
819	28598	320159
820	28636	320159
821	28672	320138
822	28708	320116
823	28742	320072
824	28777	320045
825	28813	320017
826	28848	319983
827	28886	319979
828	28922	319964
829	28958	319942
830	28995	319926
831	29028	319870
832	29062	319828
833	29100	319827
834	29140	319845
835	29176	319829
836	29210	319776
837	29244	319736
838	29280	319717
839	29317	319695
840	29353	319681
841	29387	319634
842	29421	319588
843	29455	319547
844	29490	319504
845	29524	319462
846	29559	319431
847	29593	319382
848	29626	319335
849	29660	319290
850	29697	319279
851	29731	319231
852	29768	319219
853	29807	319225
854	29840	319168
855	29874	319123
856	29911	319117
857	29945	319064
858	29980	319040
859	30014	318990
860	30049	318954
861	30080	318878
862	30116	318856
863	30153	318845
864	30187	318805
865	30221	318754
866	30256	318718
867	30289	318666
868	30323	318622
869	30357	318574
870	30394	318571
871	30429	318529
872	30465	318508
873	30500	318473
874	30536	318449
875	30571	318414
876	30603	318357
877	30635	318289
878	30668	318233
879	30708	318250
880	30745	318240
881	30779	318197
882	30818	318199
883	30854	318175
884	30888	318136
885	30923	318096
886	30960	318085
887	30997	318077
888	31031	318027
889	31064	317978
890	31098	317934
891	31132	317881
892	31165	317832
893	31197	317771
894	31233	317744
895	31269	317719
896	31308	317723
897	31344	317703
898	31378	317655
899	31414	317632
900	31452	317632
901	31486	317587
902	31522	317559
903	31561	317567
904	31598	317551
905	31632	317508
906	31667	317479
907	31701	317438
908	31740	317439
909	31777	317424
910	31814	317412
911	31848	317366
912	31881	317316
913	31918	317294
914	31952	317252
915	31988	317228
916	32024	317209
917	32059	317172
918	32093	317129
919	32125	317069
920	32162	317045
921	32194	316989
922	32232	316979
923	32265	316926
924	32300	316889
925	32335	316860
926	32372	316843
927	32405	316795
928	32442	316773
929	32478	316748
930	32514	316728
931	32552	316723
932	32590	316716
933	32629	316724
934	32664	316687
935	32700	316665
936	32736	316638
937	32770	316596
938	32811	316616
939	32848	316605
940	32884	316580
941	32920	316556
942	32956	316527
943	32995	316536
944	33030	316503
945	33063	316442
946	33098	316406
947	33132	316371
948	33165	316311
949	33201	316287
950	33237	316266
951	33269	316197
952	33303	316156
953	33336	316105
954	33372	316073
955	33409	316063
956	33444	316027
957	33481	316010
958	33516	315973
959	33549	315927
960	33582	315875
961	33618	315842
962	33655	315830
963	33692	315812
964	33727	315784
965	33764	315765
966	33803	315769
967	33836	315718
968	33871	315683
969	33908	315664
970	33944	315636
971	33977	315588
972	34008	315517
973	34045	315496
974	34083	315493
975	34117	315450
976	34153	315424
977	34191	315416
978	34225	315372
979	34259	315330
980	34294	315295
981	34330	315268
982	34366	315245
983	34398	315178
984	34430	315114
985	34468	315110
986	34502	315066
987	34538	315043
988	34577	315040
989	34610	314990
990	34644	314946
991	34678	314902
992	34712	314861
993	34748	314835
994	34782	314793
995	34816	314748
996	34855	314751
997	34892	314729
998	34925	314683
999	34960	314647
1000	34997	314623
1001	35036	314626
1002	35073	314616
1003	35114	314630
1004	35153	314634
1005	35188	314601
1006	35223	314560
1007	35259	314539
1008	35292	314484
1009	35325	314434
1010	35362	314418
1011	35396	314372
1012	35431	314337
1013	35467	314313
1014	35502	314276
1015	35540	314265
1016	35574	314224
1017	35608	314182
1018	35642	314135
1019	35678	314107
1020	35714	314082
1021	35747	314034
1022	35780	313983
1023	35818	313969
1024	35852	313925
1025	35889	313906
1026	35925	313886
1027	35963	313874
1028	35997	313834
1029	36035	313825
1030	36071	313798
1031	36108	313778
1032	36143	313747
1033	36180	313728
1034	36217	313709
1035	36253	313686
1036	36290	313665
1037	36328	313657
1038	36363	313624
1039	36397	313581
1040	36430	313525
1041	36464	313480
1042	36498	313437
1043	36534	313414
1044	36568	313367
1045	36600	313310
1046	36633	313254
1047	36670	313237
1048	36704	313197
1049	36737	313144
1050	36772	313107
1051	36808	313078
1052	36841	313030
1053	36874	312982
1054	36916	313000
1055	36951	312966
1056	36987	312942
1057	37026	312941
1058	37063	312922
1059	37101	312908
1060	37134	312860
1061	37171	312844
1062	37204	312787
1063	37237	312736
1064	37273	312710
1065	37308	312674
1066	37341	312626
1067	37378	312611
1068	37413	312569
1069	37453	312580
1070	37489	312550
1071	37522	312504
1072	37559	312480
1073	37595	312459
1074	37631	312427
1075	37666	312391
1076	37702	312369
1077	37737	312334
1078	37774	312317
1079	37814	312319
1080	37848	312278
1081	37882	312229
1082	37917	312200
1083	37954	312175
1084	37990	312154
1085	38021	312080
1086	38059	312074
1087	38092	312023
1088	38129	312002
1089	38166	311988
1090	38204	311973
1091	38238	311927
1092	38278	311937
1093	38312	311893
1094	38346	311849
1095	38380	311807
1096	38417	311789
1097	38454	311768
1098	38488	311724
1099	38521	311675
1100	38554	311625
1101	38588	311580
1102	38624	311552
1103	38659	311518
1104	38694	311483
1105	38726	311420
1106	38761	311389
1107	38796	311352
1108	38833	311330
1109	38869	311304
1110	38903	311264
1111	38938	311231
1112	38971	311177
1113	39005	311130
1114	39039	311091
1115	39081	311115
1116	39115	311066
1117	39155	311070
1118	39193	311061
1119	39229	311030
1120	39262	310982
1121	39298	310953
1122	39331	310905
1123	39366	310872
1124	39403	310848
1125	39436	310795
1126	39467	310735
1127	39506	310731
1128	39540	310685
1129	39577	310665
1130	39614	310650
1131	39649	310609
1132	39683	310571
1133	39719	310537
1134	39755	310511
1135	39790	310477
1136	39824	310436
1137	39859	310400
1138	39896	310377
1139	39932	310355
1140	39965	310304
1141	40004	310299
1142	40038	310256
1143	40076	310239
1144	40112	310212
1145	40148	310189
1146	40187	310182
1147	40227	310185
1148	40263	310155
1149	40296	310110
1150	40336	310107
1151	40371	310078
1152	40405	310032
1153	40442	310014
1154	40482	310014
1155	40516	309973
1156	40552	309944
1157	40587	309906
1158	40620	309859
1159	40657	309834
1160	40690	309787
1161	40726	309758
1162	40765	309751
1163	40801	309725
1164	40838	309706
1165	40875	309686
1166	40911	309662
1167	40948	309634
1168	40982	309595
1169	41019	309576
1170	41056	309551
1171	41092	309526
1172	41131	309522
1173	41170	309516
1174	41211	309521
1175	41247	309499
1176	41285	309482
1177	41321	309452
1178	41354	309407
1179	41391	309385
1180	41427	309358
1181	41463	309329
1182	41498	309294
1183	41535	309274
1184	41569	309229
1185	41606	309210
1186	41643	309189
1187	41679	309161
1188	41715	309132
1189	41761	309174
1190	41795	309135
1191	41829	309087
1192	41867	309074
1193	41903	309045
1194	41941	309033
1195	41977	309008
1196	42014	308981
1197	42047	308932
1198	42086	308929
1199	42122	308899
1200	42157	308860
1201	42190	308812
1202	42231	308816
1203	42264	308769
1204	42298	308724
1205	42334	308697
1206	42364	308624
1207	42402	308609
1208	42440	308596
1209	42475	308561
1210	42513	308549
1211	42547	308501
1212	42584	308481
1213	42617	308433
1214	42651	308391
1215	42685	308347
1216	42726	308353
1217	42761	308316
1218	42796	308281
1219	42829	308233
1220	42863	308190
1221	42900	308169
1222	42936	308138
1223	42973	308116
1224	43008	308084
1225	43040	308023
1226	43076	307998
1227	43115	307987
1228	43152	307962
1229	43183	307899
1230	43214	307840
1231	43250	307807
1232	43287	307784
1233	43321	307744
1234	43358	307723
1235	43392	307681
1236	43429	307655
1237	43462	307610
1238	43499	307583
1239	43540	307589
1240	43580	307595
1241	43618	307577
1242	43652	307531
1243	43687	307495
1244	43719	307440
1245	43758	307432
1246	43792	307389
1247	43831	307380
1248	43866	307346
1249	43903	307327
1250	43944	307329
1251	43977	307281
1252	44015	307264
1253	44048	307216
1254	44083	307179
1255	44123	307175
1256	44157	307133
1257	44191	307090
1258	44226	307053
1259	44259	307005
1260	44293	306960
1261	44327	306917
1262	44363	306894
1263	44400	306866
1264	44431	306802
1265	44470	306794
1266	44502	306743
1267	44542	306738
1268	44580	306725
1269	44617	306701
1270	44653	306670
1271	44692	306661
1272	44727	306625
1273	44762	306593
1274	44796	306549
1275	44833	306527
1276	44869	306498
1277	44907	306478
1278	44945	306464
1279	44980	306426
1280	45013	306378
1281	45046	306332
1282	45083	306310
1283	45118	306274
1284	45151	306223
1285	45184	306170
1286	45220	306143
1287	45258	306127
1288	45295	306102
1289	45328	306055
1290	45361	306007
1291	45398	305980
1292	45436	305966
1293	45474	305953
1294	45515	305957
1295	45554	305944
1296	45589	305910
1297	45626	305886
1298	45670	305912
1299	45706	305883
1300	45748	305891
1301	45791	305908
1302	45826	305870
1303	45861	305839
1304	45898	305813
1305	45939	305819
1306	45977	305803
1307	46014	305776
1308	46056	305790
1309	46095	305775
1310	46143	305828
1311	46181	305814
1312	46220	305800
1313	46255	305765
1314	46291	305735
1315	46335	305760
1316	46370	305724
1317	46413	305740
1318	46452	305726
1319	46490	305712
1320	46528	305690
1321	46565	305670
1322	46597	305612
1323	46637	305609
1324	46670	305558
1325	46708	305542
1326	46741	305495
1327	46778	305469
1328	46808	305402
1329	46841	305349
1330	46875	305308
1331	46910	305272
1332	46944	305225
1333	46981	305200
1334	47017	305170
1335	47054	305147
1336	47089	305111
1337	47125	305079
1338	47157	305026
1339	47190	304978
1340	47227	304952
1341	47265	304937
1342	47298	304885
1343	47334	304855
1344	47369	304819
1345	47402	304769
1346	47438	304739
1347	47471	304691
1348	47510	304677
1349	47543	304632
1350	47576	304579
1351	47614	304562
1352	47652	304545
1353	47686	304500
1354	47722	304471
1355	47755	304424
1356	47791	304393
1357	47827	304365
1358	47863	304330
1359	47896	304285
1360	47932	304254
1361	47965	304207
1362	47998	304152
1363	48031	304105
1364	48070	304093
1365	48103	304047
1366	48138	304005
1367	48171	303961
1368	48205	303919
1369	48244	303907
1370	48279	303868
1371	48317	303851
1372	48350	303803
1373	48383	303754
1374	48416	303702
1375	48449	303652
1376	48488	303644
1377	48521	303595
1378	48560	303582
1379	48596	303549
1380	48629	303501
1381	48661	303450
1382	48695	303402
1383	48732	303380
1384	48773	303379
1385	48810	303358
1386	48848	303336
1387	48884	303307
1388	48917	303260
1389	48954	303234
1390	48986	303182
1391	49022	303153
1392	49060	303134
1393	49098	303114
1394	49131	303063
1395	49173	303073
1396	49206	303024
1397	49238	302969
1398	49271	302918
1399	49309	302900
1400	49343	302859
1401	49377	302814
1402	49413	302785
1403	49447	302739
1404	49479	302690
1405	49515	302656
1406	49551	302629
1407	49586	302591
1408	49618	302537
1409	49654	302505
1410	49684	302440
1411	49721	302414
1412	49757	302385
1413	49794	302356
1414	49829	302319
1415	49865	302293
1416	49898	302243
1417	49937	302232
1418	49974	302206
1419	50007	302158
1420	50040	302109
1421	50077	302084
1422	50119	302088
1423	50157	302069
1424	50193	302039
1425	50231	302020
1426	50264	301973
1427	50301	301951
1428	50342	301946
1429	50374	301896
1430	50408	301851
1431	50445	301825
1432	50486	301828
1433	50521	301791
1434	50556	301755
1435	50595	301739
1436	50629	301696
1437	50663	301653
1438	50697	301610
1439	50731	301572
1440	50768	301547
1441	50802	301502
1442	50841	301488
1443	50878	301464
1444	50915	301442
1445	50952	301413
1446	50987	301380
1447	51023	301346
1448	51052	301274
1449	51095	301286
1450	51132	301260
1451	51167	301227
1452	51202	301187
1453	51240	301167
1454	51273	301124
1455	51307	301080
1456	51340	301029
1457	51373	300985
1458	51406	300933
1459	51439	300883
1460	51473	300845
1461	51508	300806
1462	51542	300766
1463	51576	300724
1464	51613	300696
1465	51642	300625
1466	51680	300606
1467	51717	300583
1468	51754	300555
1469	51793	300542
1470	51827	300498
1471	51864	300473
1472	51900	300442
1473	51932	300389
1474	51969	300368
1475	52002	300320
1476	52041	300307
1477	52081	300299
1478	52116	300260
1479	52152	300231
1480	52187	300192
1481	52225	300175
1482	52258	300126
1483	52297	300113
1484	52332	300076
1485	52368	300043
1486	52403	300006
1487	52439	299978
1488	52473	299931
1489	52506	299886
1490	52546	299875
1491	52580	299835
1492	52616	299806
1493	52650	299760
1494	52688	299743
1495	52721	299696
1496	52759	299677
1497	52794	299640
1498	52834	299628
1499	52863	299561
1500	52896	299514
1501	52932	299479
1502	52969	299457
1503	53006	299432
1504	53046	299420
1505	53082	299388
1506	53118	299358
1507	53150	299308
1508	53187	299279
1509	53221	299238
1510	53256	299203
1511	53292	299170
1512	53324	299118
1513	53362	299098
1514	53395	299049
1515	53427	298997
1516	53460	298947
1517	53496	298916
1518	53533	298891
1519	53568	298856
1520	53607	298840
1521	53640	298795
1522	53677	298767
1523	53710	298721
1524	53744	298680
1525	53778	298637
1526	53811	298589
1527	53848	298565
1528	53884	298534
1529	53924	298523
1530	53958	298482
1531	53999	298479
1532	54039	298470
1533	54075	298437
1534	54107	298382
1535	54139	298332
1536	54171	298280
1537	54207	298247
1538	54241	298202
1539	54281	298196
1540	54313	298144
1541	54349	298111
1542	54390	298107
1543	54426	298076
1544	54463	298051
1545	54496	298004
1546	54528	297950
1547	54564	297917
1548	54599	297883
1549	54638	297866
1550	54675	297840
1551	54713	297820
1552	54746	297774
1553	54779	297729
1554	54815	297695
1555	54856	297693
1556	54890	297650
1557	54926	297617
1558	54960	297576
1559	54998	297553
1560	55036	297533
1561	55072	297502
1562	55111	297486
1563	55149	297469
1564	55189	297459
1565	55225	297425
1566	55260	297392
1567	55294	297348
1568	55331	297321
1569	55369	297301
1570	55402	297255
1571	55435	297207
1572	55475	297197
1573	55514	297180
1574	55554	297174
1575	55585	297115
1576	55619	297072
1577	55651	297021
1578	55688	296993
1579	55728	296982
1580	55762	296940
1581	55798	296911
1582	55836	296889
1583	55871	296852
1584	55911	296844
1585	55945	296798
1586	55981	296771
1587	56015	296725
1588	56056	296721
1589	56095	296705
1590	56130	296672
1591	56162	296618
1592	56203	296614
1593	56241	296588
1594	56271	296528
1595	56307	296495
1596	56346	296482
1597	56382	296448
1598	56423	296443
1599	56460	296420
1600	56497	296391
1601	56535	296372
1602	56569	296329
1603	56600	296270
1604	56638	296250
1605	56671	296204
1606	56701	296138
1607	56734	296093
1608	56764	296028
1609	56796	295979
1610	56831	295941
1611	56869	295919
1612	56905	295887
1613	56943	295867
1614	56978	295829
1615	57011	295783
1616	57046	295747
1617	57081	295711
1618	57117	295676
1619	57154	295649
1620	57195	295645
1621	57229	295605
1622	57271	295603
1623	57308	295574
1624	57344	295544
1625	57385	295540
1626	57417	295486
1627	57450	295438
1628	57480	295375
1629	57520	295368
1630	57559	295347
1631	57596	295321
1632	57629	295276
1633	57660	295221
1634	57696	295185
1635	57729	295139
1636	57763	295095
1637	57798	295063
1638	57837	295044
1639	57870	294996
1640	57907	294969
1641	57946	294953
1642	57979	294907
1643	58015	294877
1644	58050	294841
1645	58083	294794
1646	58121	294771
1647	58157	294741
1648	58190	294693
1649	58228	294671
1650	58265	294647
1651	58304	294626
1652	58339	294589
1653	58375	294557
1654	58414	294542
1655	58447	294497
1656	58481	294452
1657	58519	294433
1658	58553	294393
1659	58593	294380
1660	58627	294336
1661	58663	294304
1662	58694	294250
1663	58727	294203
1664	58760	294153
1665	58789	294089
1666	58823	294048
