iter	Passed	Remaining
1667	58856	294002
1668	58892	293969
1669	58928	293938
1670	58966	293913
1671	59001	293877
1672	59040	293861
1673	59080	293849
1674	59119	293832
1675	59157	293809
1676	59197	293799
1677	59235	293778
1678	59270	293742
1679	59306	293710
1680	59337	293653
1681	59372	293616
1682	59404	293565
1683	59441	293537
1684	59483	293535
1685	59517	293491
1686	59550	293443
1687	59584	293402
1688	59618	293364
1689	59658	293352
1690	59696	293326
1691	59731	293290
1692	59767	293257
1693	59810	293262
1694	59844	293222
1695	59877	293174
1696	59911	293133
1697	59941	293070
1698	59974	293026
1699	60011	292997
1700	60051	292985
1701	60088	292957
1702	60122	292918
1703	60160	292895
1704	60205	292908
1705	60248	292909
1706	60291	292908
1707	60328	292882
1708	60361	292837
1709	60401	292825
1710	60437	292793
1711	60470	292746
1712	60503	292699
1713	60540	292670
1714	60580	292659
1715	60615	292622
1716	60651	292587
1717	60685	292546
1718	60721	292515
1719	60756	292478
1720	60795	292462
1721	60828	292415
1722	60866	292393
1723	60899	292344
1724	60932	292299
1725	60969	292271
1726	61006	292245
1727	61042	292211
1728	61087	292223
1729	61124	292197
1730	61162	292173
1731	61201	292157
1732	61239	292131
1733	61272	292085
1734	61309	292060
1735	61343	292015
1736	61378	291980
1737	61416	291957
1738	61456	291947
1739	61490	291904
1740	61523	291856
1741	61559	291823
1742	61597	291803
1743	61633	291771
1744	61671	291747
1745	61705	291706
1746	61739	291661
1747	61775	291631
1748	61811	291598
1749	61847	291564
1750	61882	291531
1751	61915	291482
1752	61960	291491
1753	61991	291437
1754	62023	291387
1755	62061	291362
1756	62100	291344
1757	62134	291303
1758	62168	291264
1759	62202	291220
1760	62235	291176
1761	62273	291150
1762	62308	291115
1763	62345	291085
1764	62378	291040
1765	62413	291006
1766	62451	290981
1767	62487	290949
1768	62523	290918
1769	62559	290882
1770	62597	290859
1771	62635	290835
1772	62668	290789
1773	62701	290747
1774	62738	290717
1775	62777	290698
1776	62810	290652
1777	62840	290591
1778	62875	290554
1779	62907	290504
1780	62943	290473
1781	62982	290455
1782	63017	290419
1783	63055	290396
1784	63093	290371
1785	63128	290334
1786	63165	290307
1787	63204	290288
1788	63239	290250
1789	63269	290193
1790	63302	290146
1791	63338	290114
1792	63373	290076
1793	63410	290047
1794	63448	290024
1795	63480	289973
1796	63519	289953
1797	63556	289926
1798	63592	289896
1799	63626	289851
1800	63662	289820
1801	63696	289778
1802	63731	289742
1803	63760	289678
1804	63795	289643
1805	63829	289599
1806	63865	289567
1807	63898	289521
1808	63934	289489
1809	63974	289476
1810	64012	289451
1811	64045	289408
1812	64079	289366
1813	64113	289323
1814	64150	289294
1815	64192	289291
1816	64230	289265
1817	64265	289230
1818	64299	289189
1819	64333	289147
1820	64369	289114
1821	64405	289082
1822	64437	289029
1823	64470	288985
1824	64500	288926
1825	64540	288911
1826	64572	288863
1827	64610	288838
1828	64648	288816
1829	64680	288766
1830	64720	288748
1831	64757	288720
1832	64792	288687
1833	64826	288643
1834	64868	288639
1835	64900	288587
1836	64932	288538
1837	64969	288509
1838	65006	288479
1839	65039	288436
1840	65078	288417
1841	65116	288391
1842	65154	288369
1843	65192	288345
1844	65229	288316
1845	65262	288271
1846	65298	288240
1847	65332	288196
1848	65368	288167
1849	65402	288123
1850	65435	288077
1851	65470	288041
1852	65504	287998
1853	65542	287979
1854	65574	287924
1855	65612	287903
1856	65649	287876
1857	65687	287850
1858	65726	287830
1859	65764	287806
1860	65796	287759
1861	65830	287714
1862	65863	287670
1863	65896	287624
1864	65930	287583
1865	65969	287564
1866	66004	287529
1867	66041	287498
1868	66075	287460
1869	66113	287435
1870	66144	287382
1871	66181	287351
1872	66215	287309
1873	66248	287267
1874	66284	287232
1875	66320	287199
1876	66358	287177
1877	66396	287152
1878	66436	287136
1879	66477	287128
1880	66514	287099
1881	66551	287069
1882	66591	287053
1883	66625	287012
1884	66662	286985
1885	66696	286942
1886	66733	286914
1887	66772	286894
1888	66808	286860
1889	66844	286828
1890	66880	286799
1891	66915	286760
1892	66950	286723
1893	66983	286678
1894	67022	286658
1895	67056	286616
1896	67098	286608
1897	67132	286567
1898	67166	286526
1899	67202	286495
1900	67241	286472
1901	67276	286438
1902	67312	286403
1903	67350	286382
1904	67390	286365
1905	67435	286369
1906	67472	286344
1907	67513	286328
1908	67549	286299
1909	67582	286251
1910	67614	286203
1911	67651	286174
1912	67684	286130
1913	67721	286101
1914	67758	286071
1915	67789	286019
1916	67825	285985
1917	67859	285944
1918	67897	285919
1919	67932	285882
1920	67967	285845
1921	68001	285805
1922	68032	285751
1923	68063	285698
1924	68096	285653
1925	68134	285625
1926	68169	285588
1927	68201	285541
1928	68238	285510
1929	68275	285484
1930	68314	285464
1931	68355	285449
1932	68391	285418
1933	68425	285375
1934	68463	285353
1935	68497	285310
1936	68533	285281
1937	68570	285252
1938	68608	285227
1939	68644	285194
1940	68676	285145
1941	68711	285104
1942	68744	285060
1943	68775	285009
1944	68808	284961
1945	68841	284917
1946	68877	284883
1947	68910	284840
1948	68945	284802
1949	68979	284760
1950	69016	284734
1951	69054	284707
1952	69091	284681
1953	69122	284628
1954	69156	284585
1955	69187	284532
1956	69220	284485
1957	69253	284443
1958	69289	284406
1959	69321	284359
1960	69361	284343
1961	69398	284314
1962	69431	284269
1963	69470	284249
1964	69506	284215
1965	69538	284165
1966	69570	284116
1967	69598	284054
1968	69633	284013
1969	69670	283988
1970	69712	283978
1971	69749	283948
1972	69785	283916
1973	69822	283890
1974	69859	283858
1975	69898	283839
1976	69931	283795
1977	69967	283760
1978	70005	283735
1979	70040	283700
1980	70073	283655
1981	70108	283618
1982	70150	283608
1983	70186	283577
1984	70220	283534
1985	70259	283514
1986	70296	283485
1987	70333	283458
1988	70367	283415
1989	70404	283386
1990	70438	283345
1991	70471	283301
1992	70505	283260
1993	70538	283216
1994	70577	283194
1995	70607	283136
1996	70644	283109
1997	70680	283074
1998	70715	283038
1999	70750	283000
2000	70783	282955
2001	70816	282913
2002	70853	282881
2003	70890	282853
2004	70924	282812
2005	70959	282775
2006	70994	282741
2007	71037	282732
2008	71075	282710
2009	71115	282693
2010	71154	282670
2011	71187	282628
2012	71221	282584
2013	71255	282546
2014	71295	282529
2015	71331	282494
2016	71364	282451
2017	71396	282400
2018	71433	282371
2019	71469	282339
2020	71502	282296
2021	71535	282251
2022	71575	282233
2023	71609	282192
2024	71641	282145
2025	71676	282106
2026	71711	282068
2027	71747	282036
2028	71784	282006
2029	71818	281968
2030	71859	281953
2031	71894	281915
2032	71928	281874
2033	71961	281831
2034	71998	281803
2035	72034	281771
2036	72071	281741
2037	72107	281706
2038	72142	281671
2039	72188	281676
2040	72221	281633
2041	72255	281591
2042	72295	281572
2043	72327	281525
2044	72363	281493
2045	72399	281457
2046	72434	281420
2047	72471	281394
2048	72507	281360
2049	72543	281328
2050	72577	281284
2051	72609	281237
2052	72644	281201
2053	72677	281155
2054	72708	281105
2055	72746	281080
2056	72783	281050
2057	72820	281018
2058	72858	280996
2059	72889	280941
2060	72919	280885
2061	72953	280844
2062	72988	280809
2063	73026	280783
2064	73062	280749
2065	73099	280723
2066	73138	280700
2067	73174	280667
2068	73207	280624
2069	73241	280580
2070	73276	280543
2071	73311	280507
2072	73345	280466
2073	73378	280423
2074	73413	280388
2075	73445	280338
2076	73483	280311
2077	73517	280273
2078	73549	280225
2079	73588	280203
2080	73624	280169
2081	73660	280134
2082	73696	280104
2083	73724	280038
2084	73757	279995
2085	73792	279959
2086	73827	279922
2087	73868	279908
2088	73902	279867
2089	73939	279839
2090	73969	279784
2091	74003	279741
2092	74040	279713
2093	74073	279668
2094	74106	279623
2095	74139	279579
2096	74173	279540
2097	74212	279515
2098	74248	279483
2099	74283	279448
2100	74318	279412
2101	74356	279383
2102	74390	279345
2103	74426	279311
2104	74467	279296
2105	74505	279273
2106	74541	279239
2107	74576	279203
2108	74613	279172
2109	74652	279149
2110	74689	279122
2111	74721	279074
2112	74758	279042
2113	74792	279002
2114	74833	278988
2115	74872	278965
2116	74905	278922
2117	74943	278897
2118	74978	278859
2119	75013	278823
2120	75055	278814
2121	75091	278779
2122	75130	278757
2123	75160	278701
2124	75197	278672
2125	75236	278650
2126	75276	278632
2127	75311	278594
2128	75343	278547
2129	75379	278514
2130	75413	278473
2131	75446	278431
2132	75479	278386
2133	75512	278340
2134	75544	278292
2135	75585	278278
2136	75620	278242
2137	75651	278189
2138	75686	278152
2139	75725	278132
2140	75755	278075
2141	75789	278035
2142	75821	277986
2143	75858	277958
2144	75894	277925
2145	75931	277894
2146	75968	277865
2147	76004	277833
2148	76039	277798
2149	76076	277766
2150	76114	277742
2151	76147	277696
2152	76180	277654
2153	76215	277617
2154	76243	277554
2155	76276	277510
2156	76318	277498
2157	76353	277463
2158	76381	277401
2159	76418	277371
2160	76451	277327
2161	76486	277289
2162	76524	277264
2163	76562	277239
2164	76599	277207
2165	76633	277167
2166	76663	277113
2167	76696	277068
2168	76731	277031
2169	76770	277011
2170	76807	276979
2171	76837	276927
2172	76869	276878
2173	76905	276844
2174	76936	276792
2175	76973	276763
2176	77012	276742
2177	77049	276714
2178	77088	276689
2179	77126	276663
2180	77159	276620
2181	77195	276588
2182	77235	276569
2183	77266	276516
2184	77300	276477
2185	77336	276442
2186	77369	276401
2187	77403	276360
2188	77441	276334
2189	77477	276299
2190	77513	276266
2191	77548	276229
2192	77585	276201
2193	77621	276169
2194	77661	276149
2195	77697	276116
2196	77730	276072
2197	77763	276029
2198	77797	275987
2199	77834	275958
2200	77866	275909
2201	77901	275875
2202	77936	275836
2203	77967	275787
2204	78006	275764
2205	78040	275722
2206	78073	275680
2207	78110	275649
2208	78147	275621
2209	78184	275590
2210	78223	275567
2211	78264	275551
2212	78295	275503
2213	78329	275461
2214	78361	275416
2215	78392	275363
2216	78423	275314
2217	78462	275289
2218	78498	275256
2219	78531	275212
2220	78566	275176
2221	78599	275134
2222	78632	275089
2223	78668	275057
2224	78699	275004
2225	78733	274965
2226	78769	274932
2227	78802	274889
2228	78836	274848
2229	78871	274811
2230	78907	274779
2231	78941	274738
2232	78977	274706
2233	79015	274678
2234	79054	274655
2235	79088	274617
2236	79123	274580
2237	79156	274537
2238	79194	274508
2239	79229	274474
2240	79265	274440
2241	79305	274419
2242	79337	274375
2243	79368	274323
2244	79412	274318
2245	79446	274276
2246	79481	274240
2247	79516	274205
2248	79550	274163
2249	79585	274126
2250	79621	274093
2251	79655	274055
2252	79694	274030
2253	79730	273997
2254	79766	273964
2255	79796	273910
2256	79832	273876
2257	79868	273843
2258	79901	273800
2259	79935	273762
2260	79975	273743
2261	80013	273715
2262	80049	273683
2263	80086	273653
2264	80122	273618
2265	80159	273589
2266	80195	273555
2267	80232	273525
2268	80271	273502
2269	80304	273459
2270	80339	273424
2271	80373	273382
2272	80405	273337
2273	80443	273308
2274	80476	273265
2275	80513	273235
2276	80550	273205
2277	80584	273167
2278	80620	273133
2279	80654	273091
2280	80693	273069
2281	80732	273047
2282	80767	273008
2283	80802	272974
2284	80838	272941
2285	80873	272902
2286	80909	272869
2287	80941	272824
2288	80977	272792
2289	81011	272750
2290	81049	272724
2291	81089	272704
2292	81129	272683
2293	81165	272650
2294	81203	272624
2295	81236	272579
2296	81276	272561
2297	81318	272546
2298	81355	272519
2299	81389	272477
2300	81421	272431
2301	81458	272400
2302	81496	272373
2303	81529	272330
2304	81563	272291
2305	81599	272257
2306	81633	272216
2307	81665	272172
2308	81703	272146
2309	81744	272126
2310	81782	272099
2311	81821	272079
2312	81859	272052
2313	81899	272029
2314	81935	271996
2315	81970	271960
2316	82002	271915
2317	82039	271883
2318	82069	271832
2319	82103	271789
2320	82135	271742
2321	82172	271713
2322	82205	271671
2323	82244	271646
2324	82279	271609
2325	82312	271566
2326	82348	271535
2327	82382	271494
2328	82415	271451
2329	82453	271424
2330	82485	271377
2331	82528	271368
2332	82564	271334
2333	82601	271302
2334	82633	271258
2335	82666	271213
2336	82701	271177
2337	82739	271149
2338	82779	271130
2339	82813	271091
2340	82846	271046
2341	82882	271014
2342	82913	270964
2343	82946	270922
2344	82984	270895
2345	83021	270864
2346	83056	270825
2347	83090	270785
2348	83125	270749
2349	83165	270731
2350	83205	270710
2351	83246	270692
2352	83280	270652
2353	83318	270625
2354	83350	270579
2355	83383	270536
2356	83416	270494
2357	83449	270450
2358	83486	270420
2359	83520	270379
2360	83555	270343
2361	83593	270316
2362	83623	270264
2363	83657	270223
2364	83699	270209
2365	83744	270205
2366	83778	270166
2367	83812	270125
2368	83850	270098
2369	83887	270066
2370	83925	270041
2371	83963	270012
2372	84006	270004
2373	84040	269964
2374	84076	269929
2375	84112	269895
2376	84147	269859
2377	84180	269817
2378	84216	269781
2379	84249	269738
2380	84282	269696
2381	84318	269662
2382	84354	269629
2383	84388	269589
2384	84429	269573
2385	84464	269537
2386	84499	269500
2387	84533	269459
2388	84567	269419
2389	84608	269403
2390	84642	269363
2391	84680	269334
2392	84716	269302
2393	84753	269270
2394	84784	269220
2395	84817	269177
2396	84849	269131
2397	84888	269107
2398	84922	269067
2399	84955	269027
2400	84992	268995
2401	85029	268963
2402	85059	268912
2403	85091	268865
2404	85126	268828
2405	85159	268788
2406	85193	268746
2407	85234	268729
2408	85267	268686
2409	85302	268649
2410	85338	268617
2411	85374	268581
2412	85406	268537
2413	85443	268507
2414	85477	268466
2415	85514	268436
2416	85546	268390
2417	85583	268360
2418	85619	268325
2419	85653	268286
2420	85689	268251
2421	85721	268208
2422	85760	268183
2423	85796	268148
2424	85825	268092
2425	85863	268065
2426	85892	268012
2427	85926	267971
2428	85965	267949
2429	85999	267906
2430	86035	267874
2431	86068	267832
2432	86103	267793
2433	86138	267757
2434	86170	267711
2435	86203	267670
2436	86243	267647
2437	86277	267607
2438	86318	267591
2439	86352	267551
2440	86383	267502
2441	86419	267468
2442	86458	267445
2443	86495	267414
2444	86529	267375
2445	86567	267347
2446	86598	267298
2447	86632	267256
2448	86667	267220
2449	86701	267181
2450	86738	267152
2451	86777	267127
2452	86811	267087
2453	86847	267054
2454	86883	267020
2455	86918	266985
2456	86956	266957
2457	86987	266906
2458	87018	266859
2459	87058	266838
2460	87092	266797
2461	87126	266757
2462	87160	266717
2463	87190	266665
2464	87223	266624
2465	87262	266599
2466	87296	266561
2467	87334	266533
2468	87370	266499
2469	87403	266458
2470	87439	266424
2471	87472	266380
2472	87510	266354
2473	87550	266331
2474	87585	266293
2475	87617	266249
2476	87651	266210
2477	87685	266169
2478	87724	266144
2479	87759	266108
2480	87798	266084
2481	87829	266034
2482	87865	266004
2483	87895	265949
2484	87928	265907
2485	87965	265877
2486	88003	265850
2487	88038	265814
2488	88075	265784
2489	88112	265753
2490	88151	265729
2491	88189	265699
2492	88223	265662
2493	88257	265620
2494	88298	265602
2495	88332	265564
2496	88364	265518
2497	88402	265489
2498	88439	265458
2499	88474	265422
2500	88515	265404
2501	88552	265374
2502	88586	265334
2503	88620	265295
2504	88651	265247
2505	88692	265228
2506	88729	265196
2507	88765	265165
2508	88796	265114
2509	88833	265084
2510	88866	265042
2511	88901	265005
2512	88935	264966
2513	88966	264917
2514	89006	264897
2515	89039	264852
2516	89071	264807
2517	89104	264765
2518	89140	264731
2519	89172	264686
2520	89204	264640
2521	89234	264588
2522	89268	264551
2523	89298	264498
2524	89334	264465
2525	89370	264432
2526	89406	264398
2527	89437	264350
2528	89472	264314
2529	89506	264274
2530	89544	264246
2531	89581	264216
2532	89618	264185
2533	89651	264142
2534	89686	264106
2535	89723	264076
2536	89755	264031
2537	89798	264017
2538	89831	263975
2539	89865	263934
2540	89899	263897
2541	89931	263851
2542	89965	263811
2543	90001	263777
2544	90036	263741
2545	90070	263701
2546	90101	263653
2547	90134	263612
2548	90178	263600
2549	90217	263577
2550	90252	263538
2551	90294	263525
2552	90327	263482
2553	90364	263451
2554	90400	263418
2555	90437	263387
2556	90471	263346
2557	90505	263307
2558	90540	263272
2559	90576	263238
2560	90613	263207
2561	90646	263163
2562	90681	263129
2563	90716	263091
2564	90749	263050
2565	90788	263023
2566	90821	262983
2567	90855	262942
2568	90887	262897
2569	90926	262873
2570	90962	262838
2571	91000	262813
2572	91040	262790
2573	91077	262759
2574	91114	262729
2575	91145	262680
2576	91184	262654
2577	91219	262618
2578	91251	262573
2579	91285	262534
2580	91321	262499
2581	91354	262459
2582	91387	262417
2583	91425	262389
2584	91461	262356
2585	91499	262327
2586	91531	262281
2587	91564	262239
2588	91595	262192
2589	91625	262142
2590	91658	262097
2591	91692	262059
2592	91725	262017
2593	91760	261980
2594	91796	261947
2595	91828	261902
2596	91865	261870
2597	91894	261819
2598	91931	261786
2599	91970	261763
2600	92007	261730
2601	92043	261696
2602	92069	261635
2603	92104	261600
2604	92137	261556
2605	92169	261513
2606	92203	261472
2607	92237	261432
2608	92274	261404
2609	92311	261371
2610	92346	261336
2611	92382	261301
2612	92419	261270
2613	92460	261253
2614	92497	261220
2615	92530	261179
2616	92567	261149
2617	92598	261099
2618	92633	261063
2619	92672	261040
2620	92709	261007
2621	92740	260961
2622	92774	260922
2623	92807	260880
2624	92841	260840
2625	92873	260796
2626	92912	260770
2627	92948	260736
2628	92979	260689
2629	93016	260659
2630	93055	260632
2631	93084	260579
2632	93117	260537
2633	93154	260508
2634	93195	260486
2635	93228	260444
2636	93265	260413
2637	93294	260362
2638	93330	260327
2639	93370	260306
2640	93401	260257
2641	93434	260217
2642	93471	260186
2643	93506	260148
2644	93541	260113
2645	93586	260102
2646	93621	260067
2647	93659	260039
2648	93693	260001
2649	93733	259977
2650	93764	259930
2651	93801	259898
2652	93839	259870
2653	93876	259841
2654	93912	259806
2655	93946	259767
2656	93981	259731
2657	94014	259689
2658	94050	259654
2659	94085	259620
2660	94115	259570
2661	94151	259536
2662	94189	259506
2663	94224	259470
2664	94255	259424
2665	94293	259394
2666	94328	259358
2667	94359	259311
2668	94390	259264
2669	94426	259229
2670	94461	259194
2671	94490	259140
2672	94526	259107
2673	94563	259077
2674	94601	259049
2675	94633	259004
2676	94668	258969
2677	94699	258920
2678	94733	258881
2679	94773	258859
2680	94806	258817
2681	94844	258789
2682	94878	258749
2683	94914	258715
2684	94949	258679
2685	94980	258633
2686	95014	258594
2687	95049	258555
2688	95081	258511
2689	95112	258466
2690	95155	258450
2691	95197	258434
2692	95237	258409
2693	95271	258371
2694	95310	258344
2695	95343	258305
2696	95377	258266
2697	95410	258224
2698	95444	258185
2699	95479	258147
2700	95515	258113
2701	95552	258082
2702	95585	258043
2703	95624	258016
2704	95661	257986
2705	95703	257966
2706	95737	257928
2707	95771	257889
2708	95805	257850
2709	95840	257815
2710	95876	257781
2711	95909	257739
2712	95941	257694
2713	95974	257653
2714	96009	257616
2715	96046	257584
2716	96082	257552
2717	96119	257520
2718	96154	257483
2719	96192	257457
2720	96230	257427
2721	96269	257401
2722	96307	257374
2723	96342	257338
2724	96379	257305
2725	96421	257288
2726	96463	257271
2727	96500	257239
2728	96528	257186
2729	96568	257162
2730	96600	257116
2731	96638	257088
2732	96669	257043
2733	96712	257026
2734	96751	257001
2735	96788	256971
2736	96825	256939
2737	96868	256923
2738	96904	256891
2739	96942	256861
2740	96980	256834
2741	97019	256807
2742	97059	256784
2743	97089	256733
2744	97121	256690
2745	97158	256660
2746	97192	256620
2747	97231	256594
2748	97259	256539
2749	97294	256502
2750	97327	256463
2751	97358	256415
2752	97396	256385
2753	97434	256358
2754	97472	256328
2755	97501	256276
2756	97534	256237
2757	97572	256207
2758	97607	256169
2759	97637	256122
2760	97676	256095
2761	97705	256042
2762	97741	256009
2763	97776	255974
2764	97809	255933
2765	97841	255888
2766	97875	255849
2767	97909	255810
2768	97945	255776
2769	97981	255741
2770	98014	255701
2771	98048	255663
2772	98082	255623
2773	98118	255587
2774	98153	255553
2775	98189	255517
2776	98225	255484
2777	98262	255455
2778	98302	255430
2779	98341	255403
2780	98379	255376
2781	98416	255345
2782	98451	255309
2783	98490	255283
2784	98527	255250
2785	98560	255210
2786	98594	255170
2787	98629	255135
2788	98660	255089
2789	98695	255052
2790	98728	255011
2791	98766	254980
2792	98803	254949
2793	98834	254903
2794	98872	254876
2795	98906	254837
2796	98943	254804
2797	98978	254769
2798	99007	254717
2799	99045	254687
2800	99082	254656
2801	99119	254625
2802	99154	254588
2803	99192	254561
2804	99225	254520
2805	99261	254486
2806	99298	254455
2807	99333	254418
2808	99367	254380
2809	99405	254350
2810	99444	254323
2811	99476	254280
2812	99505	254228
2813	99542	254197
2814	99576	254159
2815	99613	254127
2816	99643	254078
2817	99677	254039
2818	99708	253992
2819	99742	253954
2820	99774	253910
2821	99808	253870
2822	99840	253827
2823	99876	253793
2824	99909	253753
2825	99947	253724
2826	99981	253686
2827	100011	253635
2828	100048	253604
2829	100083	253567
2830	100124	253546
2831	100159	253511
2832	100198	253485
2833	100234	253450
2834	100267	253410
2835	100302	253372
2836	100340	253344
2837	100373	253303
2838	100411	253273
2839	100446	253238
2840	100476	253189
2841	100504	253135
2842	100533	253083
2843	100565	253040
2844	100598	252999
2845	100634	252965
2846	100669	252930
2847	100703	252890
2848	100738	252853
2849	100772	252815
2850	100802	252765
2851	100842	252743
2852	100872	252693
2853	100906	252654
2854	100939	252614
2855	100980	252591
2856	101016	252557
2857	101054	252529
2858	101092	252501
2859	101126	252462
2860	101157	252417
2861	101190	252374
2862	101223	252335
2863	101257	252294
2864	101286	252244
2865	101322	252210
2866	101353	252163
2867	101383	252115
2868	101417	252076
2869	101453	252042
2870	101485	251998
2871	101516	251951
2872	101554	251923
2873	101586	251880
2874	101621	251844
2875	101660	251817
2876	101693	251777
2877	101730	251745
2878	101767	251715
2879	101802	251677
2880	101842	251654
2881	101877	251618
2882	101913	251584
2883	101948	251549
2884	101982	251510
2885	102022	251484
2886	102054	251442
2887	102090	251408
2888	102124	251369
2889	102159	251333
2890	102192	251292
2891	102228	251259
2892	102265	251227
2893	102300	251190
2894	102336	251157
2895	102373	251126
2896	102409	251091
2897	102439	251044
2898	102473	251004
2899	102508	250968
2900	102548	250946
2901	102586	250916
2902	102623	250883
2903	102655	250842
2904	102693	250813
2905	102729	250779
2906	102763	250739
2907	102799	250705
2908	102841	250686
2909	102881	250664
2910	102917	250628
2911	102955	250599
2912	102991	250567
2913	103024	250525
2914	103063	250499
2915	103094	250453
2916	103126	250409
2917	103157	250362
2918	103191	250324
2919	103225	250285
2920	103258	250246
2921	103295	250213
2922	103326	250167
2923	103364	250139
2924	103399	250102
2925	103432	250061
2926	103465	250021
2927	103496	249974
2928	103529	249935
2929	103566	249902
2930	103601	249867
2931	103635	249827
2932	103673	249799
2933	103710	249768
2934	103751	249746
2935	103786	249709
2936	103822	249677
2937	103857	249639
2938	103888	249594
2939	103924	249561
2940	103957	249519
2941	103990	249477
2942	104025	249442
2943	104061	249407
2944	104094	249367
2945	104131	249336
2946	104168	249304
2947	104206	249276
2948	104239	249234
2949	104276	249202
2950	104311	249167
2951	104347	249133
2952	104378	249086
2953	104417	249061
2954	104452	249023
2955	104484	248980
2956	104519	248944
2957	104552	248903
2958	104587	248868
2959	104622	248832
2960	104660	248802
2961	104697	248770
2962	104732	248734
2963	104767	248698
2964	104799	248656
2965	104834	248618
2966	104871	248588
2967	104906	248552
2968	104945	248525
2969	104985	248500
2970	105020	248464
2971	105059	248439
2972	105093	248400
2973	105122	248350
2974	105165	248333
2975	105200	248295
2976	105233	248255
2977	105265	248211
2978	105298	248170
2979	105337	248144
2980	105368	248099
2981	105401	248058
2982	105434	248016
2983	105468	247977
2984	105504	247945
2985	105542	247916
2986	105576	247876
2987	105609	247835
2988	105647	247805
2989	105684	247775
2990	105720	247740
2991	105757	247709
2992	105794	247679
2993	105832	247649
2994	105867	247614
2995	105903	247579
2996	105934	247534
2997	105973	247508
2998	106007	247469
2999	106043	247435
3000	106085	247414
3001	106123	247385
3002	106156	247345
3003	106191	247309
3004	106227	247273
3005	106260	247233
3006	106296	247201
3007	106337	247177
3008	106373	247143
3009	106414	247121
3010	106447	247082
3011	106480	247041
3012	106513	246999
3013	106547	246961
3014	106585	246932
3015	106619	246892
3016	106654	246857
3017	106689	246820
3018	106723	246783
3019	106755	246739
3020	106797	246719
3021	106832	246683
3022	106869	246652
3023	106907	246622
3024	106941	246584
3025	106981	246558
3026	107014	246519
3027	107050	246483
3028	107088	246455
3029	107123	246419
3030	107161	246390
3031	107199	246360
3032	107233	246323
3033	107271	246291
3034	107303	246249
3035	107339	246217
3036	107375	246182
3037	107414	246154
3038	107452	246126
3039	107488	246091
3040	107521	246052
3041	107555	246012
3042	107593	245984
3043	107626	245943
3044	107665	245915
3045	107698	245875
3046	107735	245842
3047	107766	245798
3048	107803	245766
3049	107837	245728
3050	107873	245693
3051	107904	245649
3052	107936	245606
3053	107970	245568
3054	108008	245537
3055	108042	245499
3056	108070	245447
3057	108103	245406
3058	108138	245370
3059	108170	245327
3060	108204	245290
3061	108242	245259
3062	108280	245231
3063	108314	245192
3064	108352	245162
3065	108386	245125
3066	108423	245092
3067	108461	245064
3068	108499	245034
3069	108540	245010
3070	108576	244977
3071	108609	244936
3072	108640	244891
3073	108682	244871
3074	108711	244821
3075	108746	244786
3076	108781	244749
3077	108813	244707
3078	108848	244670
3079	108882	244631
3080	108918	244598
3081	108946	244547
3082	108986	244521
3083	109018	244478
3084	109052	244440
3085	109085	244398
3086	109125	244375
3087	109156	244329
3088	109187	244284
3089	109218	244238
3090	109252	244202
3091	109284	244158
3092	109318	244118
3093	109351	244079
3094	109385	244040
3095	109414	243992
3096	109448	243952
3097	109484	243918
3098	109524	243893
3099	109560	243861
3100	109599	243833
3101	109633	243794
3102	109675	243775
3103	109710	243738
3104	109744	243699
3105	109778	243662
3106	109816	243631
3107	109849	243591
3108	109891	243571
3109	109921	243524
3110	109961	243499
3111	109996	243462
3112	110032	243428
3113	110065	243389
3114	110098	243347
3115	110133	243310
3116	110166	243271
3117	110197	243225
3118	110232	243191
3119	110263	243145
3120	110301	243115
3121	110331	243069
3122	110370	243042
3123	110401	242996
3124	110436	242960
3125	110469	242918
3126	110503	242882
3127	110545	242860
3128	110580	242824
3129	110614	242787
3130	110647	242747
3131	110682	242710
3132	110716	242672
3133	110751	242635
3134	110787	242601
3135	110828	242578
3136	110865	242546
3137	110896	242502
3138	110934	242472
3139	110967	242431
3140	110998	242386
3141	111034	242354
3142	111074	242327
3143	111113	242299
3144	111145	242258
3145	111179	242220
3146	111212	242179
3147	111245	242139
3148	111280	242103
3149	111319	242075
3150	111355	242041
3151	111395	242016
3152	111427	241974
3153	111460	241934
3154	111496	241899
3155	111532	241866
3156	111570	241836
3157	111606	241801
3158	111641	241766
3159	111671	241720
3160	111701	241673
3161	111738	241641
3162	111776	241610
3163	111807	241565
3164	111845	241537
3165	111886	241513
3166	111918	241471
3167	111951	241431
3168	111987	241396
3169	112020	241355
3170	112053	241316
3171	112086	241276
3172	112116	241229
3173	112150	241189
3174	112188	241160
3175	112224	241128
3176	112257	241087
3177	112292	241049
3178	112327	241013
3179	112363	240980
3180	112394	240935
3181	112432	240905
3182	112471	240878
3183	112507	240845
3184	112544	240813
3185	112579	240778
3186	112621	240756
3187	112658	240723
3188	112693	240688
3189	112728	240651
3190	112761	240612
3191	112795	240572
3192	112827	240531
3193	112866	240503
3194	112899	240462
3195	112938	240435
3196	112971	240396
3197	113007	240361
3198	113042	240326
3199	113077	240288
3200	113109	240246
3201	113146	240216
3202	113183	240184
3203	113216	240143
3204	113251	240108
3205	113285	240069
3206	113323	240039
3207	113360	240008
3208	113396	239972
3209	113425	239924
3210	113462	239892
3211	113496	239855
3212	113523	239803
3213	113563	239776
3214	113596	239736
3215	113631	239699
3216	113663	239657
3217	113699	239624
3218	113731	239582
3219	113767	239547
3220	113801	239510
