iter	AUC	CrossEntropy
1741	0.7820494771	0.5036438802
1742	0.7820550799	0.503638151
1743	0.7820598483	0.5036316406
1744	0.7820643783	0.5036258138
1745	0.782066524	0.5036215495
1746	0.7820698023	0.5036183594
1747	0.7820744514	0.5036122721
1748	0.782078445	0.5036078776
1749	0.7820823789	0.5036031901
1750	0.7820884585	0.5035968424
1751	0.7820923924	0.503592513
1752	0.782094419	0.5035880534
1753	0.7820983529	0.5035829753
1754	0.7821021676	0.5035776367
1755	0.7821043432	0.5035729167
1756	0.7821089625	0.5035680664
1757	0.7821128964	0.5035636393
1758	0.7821292281	0.5035489583
1759	0.7821336389	0.5035444987
1760	0.7821361423	0.5035405924
1761	0.7821391821	0.5035352214
1762	0.7821422219	0.5035306641
1763	0.782146275	0.5035267578
1764	0.782158792	0.5035159831
1765	0.7821635604	0.5035105143
1766	0.782166481	0.5035059245
1767	0.7821692824	0.5035011393
1768	0.782174468	0.5034947591
1769	0.782179296	0.5034894206
1770	0.7821828723	0.5034853516
1771	0.782191515	0.5034776693
1772	0.782197237	0.5034719401
1773	0.7822104692	0.5034607747
1774	0.7822136879	0.503457194
1775	0.7822158933	0.5034523438
1776	0.7822204232	0.503447526
1777	0.7822254896	0.503442513
1778	0.7822290659	0.5034372721
1779	0.7822344601	0.5034318359
1780	0.7822385728	0.5034265951
1781	0.7822431326	0.5034204427
1782	0.7822483778	0.5034139648
1783	0.7822506428	0.5034101237
1784	0.7822529078	0.5034058594
1785	0.782256037	0.5034008789
1786	0.782258749	0.5033966146
1787	0.7822625637	0.5033919596
1788	0.7822694778	0.5033854818
1789	0.7822731733	0.5033816732
1790	0.7822942734	0.503364681
1791	0.7822991312	0.5033592122
1792	0.7823023796	0.5033543945
1793	0.7823045254	0.5033504232
1794	0.7823087871	0.5033461589
1795	0.7823138833	0.5033414063
1796	0.7823174596	0.5033376953
1797	0.7823246121	0.5033303711
1798	0.7823277116	0.5033251953
1799	0.7823339105	0.5033185872
1800	0.7823351622	0.5033147135
1801	0.7823386192	0.5033098958
1802	0.7823397517	0.5033059245
1803	0.7823416591	0.5033025716
1804	0.7823448777	0.5032979167
1805	0.7823567986	0.5032875977
1806	0.7823678255	0.5032781576
1807	0.7823818922	0.5032661784
1808	0.7823852599	0.5032624023
1809	0.7823879123	0.503258724
1810	0.7823905945	0.5032547852
1811	0.7824064493	0.5032411784
1812	0.7824111879	0.5032359701
1813	0.7824172974	0.5032301758
1814	0.7824214995	0.5032251628
1815	0.7824264765	0.5032205729
1816	0.7824295759	0.5032164388
1817	0.7824318409	0.5032122396
1818	0.7824348211	0.5032079753
1819	0.7824376822	0.5032048177
1820	0.7824424505	0.5031986979
1821	0.7824476957	0.5031927734
1822	0.7824525237	0.503188151
1823	0.7824577093	0.5031821289
1824	0.7824608982	0.5031766276
1825	0.7824646235	0.5031716471
1826	0.7824711204	0.5031653646
1827	0.7824787199	0.5031585612
1828	0.7824836969	0.503154069
1829	0.7824886441	0.503149707
1830	0.7824932337	0.5031438477
1831	0.7824997902	0.5031374349
1832	0.7825087309	0.5031290039
1833	0.782518059	0.5031210286
1834	0.782520771	0.5031162435
1835	0.7825284004	0.5031086589
1836	0.7825357318	0.5031022135
1837	0.7825410366	0.5030968099
1838	0.7825516164	0.5030874674
1839	0.7825673223	0.5030742839
1840	0.782571733	0.5030692383
1841	0.7825770974	0.5030635742
1842	0.78257972	0.5030598958
1843	0.7825883031	0.5030526693
1844	0.7825917602	0.5030474935
1845	0.7825946212	0.503043457
1846	0.782599926	0.5030382487
1847	0.7826123238	0.5030276367
1848	0.7826152146	0.5030233073
1849	0.7826230526	0.5030162109
1850	0.7826253772	0.5030125651
1851	0.7826295495	0.5030080078
1852	0.7826346457	0.5030027344
1853	0.7826364636	0.5029972005
1854	0.7826408744	0.5029930013
1855	0.7826478481	0.5029866211
1856	0.7826522291	0.5029822266
1857	0.7826552391	0.5029780924
1858	0.7826597095	0.5029731445
1859	0.7826787233	0.5029575195
1860	0.7826886773	0.5029478841
1861	0.7827026844	0.5029347656
1862	0.7827139497	0.5029252279
1863	0.782715857	0.5029211914
1864	0.7827195525	0.5029163737
1865	0.7827245593	0.502910026
1866	0.7827283144	0.5029052083
1867	0.7827333212	0.5029002279
1868	0.7827367783	0.5028963216
1869	0.7827404141	0.502891569
1870	0.7827448249	0.5028867188
1871	0.7827537656	0.5028791667
1872	0.7827576399	0.5028749349
1873	0.782761991	0.5028692057
1874	0.782766521	0.5028652018
1875	0.7827691436	0.5028611003
1876	0.7827737927	0.5028562174
1877	0.7827881873	0.5028438151
1878	0.7827929258	0.502838444
1879	0.7827966809	0.5028332357
1880	0.7828005552	0.5028291341
1881	0.7828080654	0.5028220703
1882	0.7828270793	0.5028066406
1883	0.782830596	0.5028029948
1884	0.7828349471	0.5027985352
1885	0.7828390598	0.5027943034
1886	0.7828428149	0.5027896484
1887	0.7828471661	0.5027846029
1888	0.7828509212	0.5027805339
1889	0.7828540802	0.5027766602
1890	0.782859683	0.5027699219
1891	0.7828643918	0.5027643229
1892	0.7828685045	0.5027597331
1893	0.7828722596	0.5027547852
1894	0.7828761339	0.5027494792
1895	0.7828786969	0.5027463867
1896	0.7828837037	0.5027412109
1897	0.7828878164	0.502737207
1898	0.7828929722	0.5027320638
1899	0.7828959227	0.5027288411
1900	0.7829012871	0.5027233073
1901	0.7829066217	0.5027173503
1902	0.782910049	0.5027134115
1903	0.7829117775	0.5027100911
1904	0.7829143405	0.5027052734
1905	0.7829185128	0.5027007161
1906	0.7829200625	0.5026971029
1907	0.7829238176	0.5026921875
1908	0.7829273939	0.5026879557
1909	0.7829312682	0.5026828776
1910	0.7829426527	0.5026726888
1911	0.7829458117	0.5026680664
1912	0.7829508185	0.5026634115
1913	0.7829542756	0.5026587891
1914	0.7829563618	0.5026555339
1915	0.7829595208	0.5026513346
1916	0.7829663157	0.5026451172
1917	0.782980144	0.5026329427
1918	0.7829844952	0.5026279622
1919	0.7829882205	0.5026239258
1920	0.7829914093	0.5026201172
1921	0.7829956412	0.5026150391
1922	0.7829987407	0.502611263
1923	0.7830087543	0.5026026693
1924	0.7830174863	0.502594987
1925	0.7830224037	0.5025899089
1926	0.7830255628	0.5025863607
1927	0.7830287814	0.5025820638
1928	0.783031702	0.502578418
1929	0.7830338478	0.5025745768
1930	0.7830388546	0.5025695638
1931	0.7830433846	0.5025650065
1932	0.7830464244	0.5025607422
1933	0.7830530703	0.5025545573
1934	0.783056587	0.5025504232
1935	0.7830597162	0.502545638
1936	0.783062458	0.5025422526
1937	0.7830653191	0.5025390625
1938	0.783069849	0.5025337891
1939	0.7830753922	0.5025284505
1940	0.7830771804	0.5025254557
1941	0.7830798626	0.5025218424
1942	0.7830865979	0.5025158529
1943	0.7830915451	0.5025110026
1944	0.7830978036	0.5025050781
1945	0.78310287	0.5024991862
1946	0.7831037641	0.5024964518
1947	0.7831092179	0.502491569
1948	0.7831116915	0.5024881836
1949	0.7831146717	0.5024838542
1950	0.7831173539	0.5024799479
1951	0.7831247449	0.5024735026
1952	0.7831293941	0.5024680339
1953	0.783133626	0.5024633789
1954	0.783141315	0.5024561849
1955	0.7831452787	0.5024514974
1956	0.7831479907	0.5024481445
1957	0.7831537127	0.5024430339
1958	0.7831566334	0.5024384115
1959	0.7831599116	0.5024343099
1960	0.7831659913	0.502428776
1961	0.7831684351	0.5024246419
1962	0.7831794024	0.5024153971
1963	0.7831835151	0.5024105143
1964	0.7831875086	0.5024059245
1965	0.7831908464	0.5024017253
1966	0.7831939161	0.5023976888
1967	0.783195734	0.5023953125
1968	0.7831995487	0.5023908203
1969	0.7832046747	0.5023858724
1970	0.7832106948	0.5023806641
1971	0.7832143903	0.5023753906
1972	0.7832183242	0.5023709961
1973	0.7832206786	0.5023666992
1974	0.7832262516	0.5023616211
1975	0.7832302451	0.502357487
1976	0.7832337022	0.5023533854
1977	0.7832388878	0.502348763
1978	0.7832432985	0.5023439779
1979	0.7832472026	0.502339974
1980	0.7832583189	0.5023308594
1981	0.7832628489	0.502325651
1982	0.7832683325	0.5023206706
1983	0.7832724452	0.502315625
1984	0.7832795382	0.5023088867
1985	0.7832834721	0.5023045247
1986	0.7832860947	0.5023014974
1987	0.7832906544	0.5022967773
1988	0.7832937837	0.5022928385
1989	0.7832960486	0.502289388
1990	0.783297658	0.5022867513
1991	0.7833008766	0.5022826172
1992	0.7833047509	0.5022784505
1993	0.7833133936	0.5022711914
1994	0.7833173871	0.5022661784
1995	0.783321768	0.502261849
1996	0.7833259106	0.5022566081
1997	0.783328563	0.5022535156
1998	0.7833324671	0.5022492187
1999	0.7833395004	0.5022427409
2000	0.7833482623	0.5022347331
2001	0.7833582163	0.5022259766
2002	0.7833603024	0.5022225586
2003	0.7833627462	0.5022193034
2004	0.7833649516	0.5022162435
2005	0.7833693027	0.5022113607
2006	0.7833726406	0.5022077148
2007	0.783377707	0.5022023112
2008	0.7833825946	0.5021973307
2009	0.7833857834	0.5021933594
2010	0.7833883762	0.5021900065
2011	0.7833892703	0.5021874349
2012	0.783393681	0.5021828776
2013	0.7833957076	0.5021806966
2014	0.7833988667	0.5021756836
2015	0.7834018469	0.5021723307
2016	0.7834149599	0.5021605794
2017	0.7834209204	0.5021556966
2018	0.7834258676	0.5021497721
2019	0.7834309936	0.5021442383
2020	0.7834352255	0.502139974
2021	0.7834408581	0.5021341797
2022	0.7834435701	0.5021301432
2023	0.783446908	0.5021257812
2024	0.7834485471	0.5021226237
2025	0.7834526598	0.502118099
2026	0.783457458	0.5021130859
2027	0.7834617496	0.5021091471
2028	0.7834650278	0.5021044271
2029	0.7834690213	0.5021000326
2030	0.7834723592	0.502096224
2031	0.7834768891	0.502091862
2032	0.7834807038	0.5020874349
2033	0.7834882736	0.5020808919
2034	0.7834920287	0.5020762044
2035	0.783495903	0.502071582
2036	0.7834969759	0.5020687826
2037	0.7834996581	0.5020651042
2038	0.7835050225	0.5020585937
2039	0.7835108042	0.502053125
2040	0.7835147381	0.5020496094
2041	0.7835172415	0.5020465169
2042	0.7835223079	0.5020413086
2043	0.7835254073	0.5020380208
2044	0.78352952	0.5020329753
2045	0.7835317552	0.5020306641
2046	0.783534497	0.5020265625
2047	0.7835435271	0.5020186523
2048	0.7835483551	0.502013151
2049	0.7835519314	0.5020092773
2050	0.7835695148	0.5019945638
2051	0.7835740447	0.5019902669
2052	0.7835775614	0.5019859049
2053	0.7835817337	0.5019814453
2054	0.7835844755	0.5019789062
2055	0.7835867405	0.5019755208
2056	0.7835898399	0.5019719076
2057	0.7835906148	0.501969694
2058	0.7835968733	0.5019636068
2059	0.7835984826	0.5019611979
2060	0.7836036682	0.5019561523
2061	0.7836144269	0.5019463542
2062	0.7836178541	0.5019427734
2063	0.7836202681	0.501939681
2064	0.7836228609	0.5019360026
2065	0.7836254835	0.5019325195
2066	0.7836285233	0.5019287109
2067	0.7836318612	0.5019248372
2068	0.7836420536	0.5019166667
2069	0.7836447358	0.5019138346
2070	0.7836479545	0.5019098958
2071	0.7836517096	0.5019060872
2072	0.7836580873	0.5019001628
2073	0.783664465	0.501894401
2074	0.7836663723	0.5018914714
2075	0.783669889	0.5018874674
2076	0.7836734653	0.5018830078
2077	0.7836800814	0.5018769857
2078	0.783692956	0.5018655599
2079	0.7836962342	0.5018616211
2080	0.7836989164	0.5018575195
2081	0.7837026715	0.5018531576
2082	0.7837060094	0.5018495117
2083	0.7837094665	0.5018458984
2084	0.7837110162	0.5018435221
2085	0.7837113142	0.5018415365
2086	0.783716321	0.5018373698
2087	0.7837186158	0.5018339844
2088	0.7837204337	0.5018316406
2089	0.78372401	0.5018272786
2090	0.7837281525	0.5018233073
2091	0.7837333083	0.5018181641
2092	0.7837372422	0.5018135091
2093	0.783747822	0.5018041992
2094	0.7837506533	0.5018008464
2095	0.7837520242	0.5017984375
2096	0.7837560773	0.5017944661
2097	0.7837600112	0.5017905599
2098	0.7837627232	0.5017866536
2099	0.7837660909	0.5017822266
2100	0.7837670743	0.5017797201
2101	0.7837691307	0.5017765951
2102	0.7837705612	0.5017741211
2103	0.7837747633	0.5017695964
2104	0.7837783098	0.5017650716
2105	0.7837845087	0.5017592448
2106	0.7837889791	0.5017547201
2107	0.7837917209	0.501751237
2108	0.7838018537	0.5017413411
2109	0.7838107347	0.5017338542
2110	0.7838155031	0.5017289062
2111	0.7838189006	0.5017256185
2112	0.7838220596	0.5017217773
2113	0.7838247418	0.5017184896
2114	0.7838298678	0.5017138997
2115	0.7838349938	0.5017088216
2116	0.7838451266	0.5017000651
2117	0.7838484645	0.5016960286
2118	0.7838514447	0.5016918945
2119	0.7838543057	0.5016888021
2120	0.7838577926	0.5016842773
2121	0.7838588953	0.5016826823
2122	0.783867538	0.5016751302
2123	0.783870697	0.5016715169
2124	0.7838742137	0.5016672201
2125	0.7838768959	0.501663737
2126	0.7838828564	0.5016588867
2127	0.7838865519	0.5016548503
2128	0.783891201	0.5016499674
2129	0.7838951349	0.5016460938
2130	0.7839036286	0.5016389974
2131	0.7839066386	0.5016359049
2132	0.783908546	0.5016327799
2133	0.7839158773	0.5016263346
2134	0.7839183211	0.5016224284
2135	0.7839218974	0.5016180013
2136	0.783927381	0.5016127604
2137	0.783932209	0.5016071615
2138	0.783934474	0.5016038737
2139	0.783937186	0.5016009766
2140	0.783949554	0.5015902018
2141	0.7839522958	0.5015870443
2142	0.7839559913	0.5015833008
2143	0.7839576602	0.5015802083
2144	0.7839611173	0.501576237
2145	0.7839651406	0.5015718099
2146	0.7839680612	0.5015681315
2147	0.7839720845	0.5015634766
2148	0.7839773595	0.5015582357
2149	0.7839792371	0.5015549479
2150	0.7839837968	0.5015503255
2151	0.78398633	0.5015471029
2152	0.7840005755	0.5015346029
2153	0.784003824	0.5015320638
2154	0.7840071321	0.5015286784
2155	0.7840089798	0.5015254557
2156	0.7840133309	0.5015216797
2157	0.7840166688	0.5015180013
2158	0.7840204239	0.5015144206
2159	0.7840225101	0.5015110352
2160	0.7840260565	0.5015070312
2161	0.7840282917	0.5015041341
2162	0.7840308547	0.5014999023
2163	0.7840430737	0.5014888346
2164	0.7840456367	0.5014852865
2165	0.7840528488	0.5014794271
2166	0.7840571404	0.5014747721
2167	0.7840691209	0.5014643229
2168	0.7840736508	0.5014601562
2169	0.7840782106	0.501455599
2170	0.7840816975	0.501451237
2171	0.7840850949	0.5014473958
2172	0.7840892673	0.5014433268
2173	0.7840921283	0.5014398763
2174	0.7840940058	0.5014380208
2175	0.7840955853	0.5014356445
2176	0.7840975225	0.5014322917
2177	0.7841014862	0.5014277669
2178	0.7841063738	0.5014234701
2179	0.7841083407	0.5014195638
2180	0.7841112018	0.5014172526
2181	0.7841138244	0.5014138997
2182	0.784117192	0.501410026
2183	0.7841186523	0.501408138
2184	0.7841217518	0.5014047201
2185	0.7841247916	0.501400651
2186	0.7841299772	0.5013959635
2187	0.7841407061	0.5013867187
2188	0.7841454148	0.501382194
2189	0.7841498256	0.5013773437
2190	0.7841536403	0.5013732747
2191	0.7841558456	0.5013702799
2192	0.7841604948	0.5013654622
2193	0.784163475	0.5013616536
2194	0.7841662765	0.5013585612
2195	0.7841674685	0.5013554362
2196	0.7841695547	0.5013517253
2197	0.7841737866	0.5013472331
2198	0.7841768265	0.5013439779
2199	0.784178853	0.5013409831
2200	0.784183085	0.5013363281
2201	0.7841885686	0.5013314128
2202	0.7841922045	0.5013273763
2203	0.7841946185	0.5013244466
2204	0.7841975689	0.5013212565
2205	0.7842048407	0.5013145182
2206	0.7842084169	0.5013110026
2207	0.7842124104	0.5013068359
2208	0.7842159271	0.5013024414
2209	0.7842184901	0.5012996745
2210	0.7842242718	0.5012939779
2211	0.7842261791	0.5012907878
2212	0.7842305303	0.5012869141
2213	0.7842418551	0.5012769206
2214	0.7842449546	0.5012728841
2215	0.784247458	0.5012702148
2216	0.7842511535	0.5012664062
2217	0.7842535973	0.5012639974
2218	0.7842572033	0.5012598633
2219	0.784261167	0.5012556641
2220	0.7842637897	0.5012527669
2221	0.7842663527	0.5012499674
2222	0.7842683196	0.5012473307
2223	0.7842727304	0.5012432617
2224	0.7842743397	0.5012410807
2225	0.7842771113	0.5012369792
2226	0.784281373	0.5012325195
2227	0.7842842937	0.5012287435
2228	0.7842922211	0.501221875
2229	0.7842963338	0.501217806
2230	0.7843002081	0.5012139648
2231	0.7843017578	0.5012110026
2232	0.7843043804	0.5012075195
2233	0.7843125165	0.5012005208
2234	0.784317255	0.5011964518
2235	0.7843201458	0.5011927409
2236	0.7843232155	0.5011891602
2237	0.7843267918	0.5011850911
2238	0.7843331695	0.5011791341
2239	0.7843358517	0.5011755534
2240	0.7843378186	0.5011732422
2241	0.7843398452	0.5011701497
2242	0.7843481004	0.5011626953
2243	0.7843524218	0.5011584635
2244	0.7843573093	0.501153776
2245	0.7843610048	0.5011499674
2246	0.7843660712	0.5011456055
2247	0.7843708992	0.5011410482
2248	0.7843738198	0.5011375
2249	0.7843763232	0.5011345052
2250	0.7843817472	0.5011294922
2251	0.7843875289	0.5011246419
2252	0.7843895555	0.5011219727
2253	0.7843953967	0.5011170573
2254	0.7843994498	0.5011126302
2255	0.7844026685	0.5011086914
2256	0.7844051719	0.501105599
2257	0.7844076157	0.5011019857
2258	0.7844100893	0.501099707
2259	0.7844179869	0.5010927409
2260	0.7844198346	0.5010905599
2261	0.7844226956	0.501087793
2262	0.7844258547	0.5010845052
2263	0.7844293714	0.5010802083
2264	0.7844332159	0.5010764648
2265	0.7844378352	0.5010720378
2266	0.7844411135	0.5010682943
2267	0.784445107	0.5010637044
2268	0.7844488025	0.5010601237
2269	0.7844562531	0.501053125
2270	0.7844585776	0.5010494141
2271	0.7844649553	0.5010433919
2272	0.7844702601	0.5010382487
2273	0.784475714	0.5010333008
2274	0.7844803333	0.5010294596
2275	0.7844827175	0.5010260091
2276	0.7844871283	0.5010216471
2277	0.7844908834	0.5010170247
2278	0.784493506	0.5010139323
2279	0.7844965458	0.5010108724
2280	0.7844984531	0.5010078125
2281	0.7845024467	0.5010034505
2282	0.7845053673	0.5010004557
2283	0.7845093608	0.5009958659
2284	0.7845122218	0.5009930013
2285	0.7845155001	0.500989681
2286	0.7845188379	0.5009864909
2287	0.7845206857	0.5009839518
2288	0.784522295	0.5009809245
2289	0.7845237851	0.5009781901
2290	0.7845262289	0.5009757487
2291	0.7845284939	0.5009725586
2292	0.7845342755	0.5009671875
2293	0.7845380306	0.5009638672
2294	0.7845407128	0.5009612956
2295	0.7845423818	0.5009590169
2296	0.7845444679	0.5009563477
2297	0.7845497131	0.5009510417
2298	0.7845538855	0.5009464518
2299	0.7845616937	0.5009392578
2300	0.7845637798	0.5009367839
2301	0.7845669985	0.500933431
2302	0.7845706344	0.5009291667
2303	0.7845730782	0.5009266276
2304	0.7845754623	0.5009236328
2305	0.7845778763	0.5009204102
2306	0.7845811248	0.5009173503
2307	0.7845842242	0.5009137695
2308	0.7845869064	0.5009104167
2309	0.7845898867	0.5009068034
2310	0.7845927477	0.5009039063
2311	0.7846021056	0.5008955729
2312	0.7846047878	0.5008924154
2313	0.7846060395	0.5008905924
2314	0.7846103907	0.5008859375
2315	0.7846145034	0.5008819336
2316	0.7846176624	0.5008785156
2317	0.7846208811	0.5008749023
2318	0.7846248746	0.5008713542
2319	0.7846327424	0.5008642578
2320	0.7846362591	0.5008605143
2321	0.7846405804	0.5008561849
2322	0.7846426368	0.500852832
2323	0.7846477032	0.5008480469
2324	0.7846524119	0.5008430664
2325	0.7846558094	0.500839681
2326	0.7846600413	0.5008353516
2327	0.7846649885	0.5008304688
2328	0.7846686244	0.5008267904
2329	0.784671247	0.5008240885
2330	0.78467381	0.5008213542
2331	0.7846766114	0.5008186198
2332	0.7846795917	0.5008156576
2333	0.7846842706	0.5008112305
2334	0.7846891284	0.5008073242
2335	0.7846921682	0.5008044271
2336	0.7846944332	0.5008025391
2337	0.784699738	0.5007977865
2338	0.7847054005	0.5007926432
2339	0.7847085595	0.5007887044
2340	0.7847166061	0.500782487
2341	0.7847221792	0.5007770508
2342	0.7847262621	0.5007729167
2343	0.7847302556	0.5007682617
2344	0.7847338915	0.5007640951
2345	0.7847387195	0.5007589518
2346	0.7847406864	0.5007568685
2347	0.7847476602	0.5007502279
2348	0.784748733	0.5007480794
2349	0.7847521901	0.5007445312
2350	0.7847533226	0.5007423828
2351	0.7847556472	0.5007402995
2352	0.7847587466	0.500736849
2353	0.7847621441	0.5007327474
2354	0.7847663164	0.5007282227
2355	0.7847771049	0.5007188477
2356	0.7847802043	0.5007150065
2357	0.7847823501	0.5007123698
2358	0.7847863436	0.5007077474
2359	0.784789443	0.5007045573
2360	0.7847917676	0.5007016276
2361	0.7847941518	0.5006986003
2362	0.784796387	0.5006961914
2363	0.7847973704	0.5006938802
2364	0.7848011851	0.5006900065
2365	0.7848042846	0.5006864258
2366	0.7848111987	0.5006801758
2367	0.7848138213	0.5006778646
2368	0.7848179042	0.5006740885
2369	0.7848205566	0.5006710937
2370	0.784825027	0.5006666992
2371	0.7848283648	0.5006620443
2372	0.7848309278	0.5006591471
2373	0.7848339081	0.5006561198
2374	0.7848417461	0.5006485677
2375	0.7848442793	0.500645638
2376	0.7848472595	0.5006419922
2377	0.784850657	0.5006387044
2378	0.7848550677	0.5006346029
2379	0.7848641276	0.5006262695
2380	0.7848671079	0.5006231445
2381	0.7848711908	0.500619043
2382	0.7848744392	0.5006161133
2383	0.7848805189	0.5006110677
2384	0.7848836184	0.5006076497
2385	0.7848866582	0.5006038411
2386	0.7848904729	0.5005998698
2387	0.7848930955	0.500597168
2388	0.7848955691	0.5005942708
2389	0.7848997712	0.5005899089
2390	0.7849037051	0.5005861328
2391	0.7849066854	0.500583431
2392	0.7849111259	0.5005789388
2393	0.7849135995	0.5005761393
2394	0.7849165797	0.5005731771
2395	0.7849206328	0.5005696615
2396	0.7849243283	0.5005653646
2397	0.7849276662	0.5005613281
2398	0.7849303484	0.5005583659
2399	0.7849338651	0.5005547852
2400	0.7849378586	0.500550293
2401	0.784940064	0.5005464518
2402	0.7849421501	0.500544694
2403	0.7849450707	0.5005416667
2404	0.7849488556	0.5005373372
2405	0.784951508	0.5005344727
2406	0.7849525511	0.5005327799
2407	0.7849568129	0.5005283854
2408	0.7849641144	0.5005221354
2409	0.7849674225	0.5005190104
2410	0.7849711776	0.5005154297
2411	0.7849736214	0.5005128581
2412	0.7849761844	0.500509668
2413	0.7849780321	0.5005070964
2414	0.7849798799	0.5005047201
2415	0.7849842608	0.5005007487
2416	0.7849858701	0.5004992188
2417	0.7849931419	0.5004928385
2418	0.7849962115	0.5004899414
2419	0.7849993706	0.5004859701
2420	0.7850039005	0.5004808594
2421	0.7850083709	0.5004770508
2422	0.7850108147	0.500474056
2423	0.7850134373	0.5004711914
2424	0.785017252	0.5004679036
2425	0.7850185633	0.5004655924
2426	0.7850216031	0.5004625326
2427	0.7850282192	0.5004560872
2428	0.7850302458	0.500453418
2429	0.7850389183	0.5004458008
2430	0.7850432992	0.5004414062
2431	0.7850465178	0.5004385742
2432	0.7850502133	0.5004347982
2433	0.7850545049	0.5004309896
2434	0.78505826	0.5004276367
2435	0.7850638032	0.5004228841
2436	0.7850663662	0.5004193034
2437	0.7850700021	0.5004154297
2438	0.785073489	0.5004115885
2439	0.7850773335	0.5004072266
2440	0.7850800157	0.5004046224
2441	0.7850846648	0.5004003581
2442	0.7850884199	0.5003971029
2443	0.7850936055	0.5003922526
2444	0.7851012647	0.5003856771
2445	0.7851074338	0.5003797526
2446	0.7851108015	0.5003772786
2447	0.7851130366	0.5003746094
2448	0.7851161957	0.5003709635
2449	0.7851237655	0.5003644857
2450	0.7851308584	0.5003580078
2451	0.7851344645	0.5003544922
2452	0.7851408124	0.5003491862
2453	0.7851445079	0.5003454753
2454	0.7851529121	0.5003380208
2455	0.7851561308	0.5003347656
2456	0.7851584554	0.5003317383
2457	0.7851628363	0.5003273112
2458	0.7851656675	0.5003247396
2459	0.7851700485	0.5003206055
2460	0.7851763368	0.500314974
2461	0.7851789892	0.5003119792
2462	0.7851819992	0.5003095703
2463	0.7851853967	0.5003056641
2464	0.7851884961	0.5003028971
2465	0.7851943374	0.5002975911
2466	0.7851976156	0.500294043
2467	0.7852006555	0.5002909505
2468	0.7852026224	0.5002880208
2469	0.7852118611	0.5002794271
2470	0.7852151394	0.5002761719
2471	0.785217464	0.5002737956
2472	0.7852205634	0.500271582
2473	0.7852221131	0.5002687826
2474	0.7852258086	0.5002653971
2475	0.7852284312	0.5002626628
2476	0.7852318883	0.5002586589
2477	0.785235703	0.5002548828
2478	0.7852398455	0.5002510742
2479	0.7852475047	0.5002445964
2480	0.7852493525	0.5002422852
2481	0.7852526903	0.5002388672
2482	0.7852548361	0.5002370443
2483	0.7852573991	0.5002338542
2484	0.7852591872	0.5002314779
2485	0.7852609754	0.5002297201
2486	0.7852665186	0.5002242188
2487	0.7852678299	0.5002219727
2488	0.7852689028	0.5002201172
2489	0.785272181	0.5002169596
2490	0.7852752209	0.5002132487
2491	0.785279572	0.5002086914
2492	0.7852831483	0.5002057617
2493	0.7852907777	0.5001988607
2494	0.7852930427	0.5001955729
2495	0.7852982879	0.5001904948
2496	0.7853028178	0.5001857422
2497	0.7853072286	0.5001814453
2498	0.7853117585	0.5001773763
2499	0.7853139937	0.5001747721
2500	0.7853170633	0.5001713216
2501	0.7853246331	0.5001645182
2502	0.7853295505	0.5001598958
2503	0.7853323817	0.5001565104
2504	0.7853342891	0.5001537109
2505	0.7853368521	0.5001510091
2506	0.7853456736	0.5001437826
2507	0.7853497863	0.5001393555
2508	0.7853530049	0.5001360026
2509	0.785357058	0.5001318034
2510	0.7853617668	0.5001276693
2511	0.7853634357	0.5001256836
2512	0.7853770256	0.5001138997
2513	0.785380125	0.5001114909
2514	0.7853841782	0.500107487
2515	0.7853875756	0.5001041667
2516	0.7853914499	0.5001006185
2517	0.7853947878	0.5000974284
2518	0.7853981256	0.5000939779
2519	0.7854038477	0.5000889974
2520	0.7854056358	0.5000864583
2521	0.7854088545	0.5000828451
2522	0.7854133844	0.5000790365
2523	0.7854149044	0.5000766276
2524	0.7854178548	0.5000728841
2525	0.785420835	0.5000702474
2526	0.7854238153	0.5000674154
2527	0.7854273319	0.5000643555
2528	0.7854296565	0.5000611654
2529	0.785433352	0.5000577474
2530	0.7854369283	0.500053776
2531	0.7854396105	0.500050944
2532	0.7854428291	0.5000478516
2533	0.7854465842	0.5000435547
2534	0.7854503393	0.500039974
2535	0.7854534984	0.5000376302
2536	0.7854557037	0.5000352539
2537	0.7854580283	0.5000325521
2538	0.7854726315	0.5000204753
2539	0.7854760885	0.5000166341
2540	0.7854785919	0.5000138672
2541	0.7854809761	0.5000106771
2542	0.7854850888	0.5000071615
2543	0.7854879498	0.5000039714
2544	0.7854905128	0.5000004557
2545	0.7855021358	0.4999903971
2546	0.7855041027	0.4999876302
2547	0.7855071425	0.4999843099
2548	0.7855104208	0.4999812174
2549	0.7855129242	0.4999774414
2550	0.7855165601	0.4999737305
2551	0.7855210304	0.4999689128
2552	0.7855232358	0.4999664714
2553	0.7855261564	0.4999629883
2554	0.7855299115	0.4999597005
2555	0.7855331302	0.4999564453
2556	0.7855443954	0.4999464844
2557	0.7855459452	0.499944694
2558	0.7855489254	0.4999416667
2559	0.7855535746	0.4999375
2560	0.7855561376	0.4999347982
2561	0.7855588794	0.4999318359
2562	0.7855645418	0.4999268229
2563	0.7855682373	0.4999235352
2564	0.7855712771	0.499920638
2565	0.7855742574	0.4999176107
2566	0.7855769396	0.4999149089
2567	0.7855860591	0.4999066406
2568	0.7855870128	0.499905306
2569	0.7855913341	0.4999010091
2570	0.7855932117	0.4998982747
2571	0.785599649	0.4998926432
2572	0.7856023312	0.4998899089
